"Protein.Id","Protein.Name","Gene","Entrez_ID","Ensembl_ID","Pathway_ID","Pathway_Name","Enrichment_Score"
"Q4KL13","CN028_MOUSE","Gm527",217648,"ENSMUSG00000047227",NA,NA,NA
"Q80WQ8","M18BP_MOUSE","Mis18bp1",217653,"ENSMUSG00000047534",NA,NA,NA
"Q921V5","MGAT2_MOUSE","Mgat2",217664,"ENSMUSG00000043998","mmu00513","Various types of N-glycan biosynthesis",0.00595497458242556
"Q921V5","MGAT2_MOUSE","Mgat2",217664,"ENSMUSG00000043998","mmu00510","N-Glycan biosynthesis",0.00726216412490922
"Q91YP0","L2HDH_MOUSE","L2hgdh",217666,"ENSMUSG00000020988","mmu00650","Butanoate metabolism",0.00363108206245461
"Q812B2","GPHB5_MOUSE","Gphb5",217674,"ENSMUSG00000048982","mmu04024","cAMP signaling pathway",0.0286129266521423
"Q812B2","GPHB5_MOUSE","Gphb5",217674,"ENSMUSG00000048982","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"B2RPU2","PLHD1_MOUSE","Plekhd1",217682,"ENSMUSG00000066438",NA,NA,NA
"Q8BGE4","SUSD6_MOUSE","Susd6",217684,"ENSMUSG00000021133",NA,NA,NA
"Q8C0T5","SI1L1_MOUSE","Sipa1l1",217692,"ENSMUSG00000042700","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q810J8","ZFYV1_MOUSE","Zfyve1",217695,"ENSMUSG00000042628","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q810J8","ZFYV1_MOUSE","Zfyve1",217695,"ENSMUSG00000042628","mmu04140","Autophagy - animal",0.0214960058097313
"Q6Q2Z6","ACOT5_MOUSE","Acot5",217698,"ENSMUSG00000042540","mmu00062","Fatty acid elongation",0.00421205519244735
"Q6Q2Z6","ACOT5_MOUSE","Acot5",217698,"ENSMUSG00000042540","mmu01040","Biosynthesis of unsaturated fatty acids",0.00479302832244009
"Q32Q92","ACOT6_MOUSE","Acot6",217700,"ENSMUSG00000043487",NA,NA,NA
"Q8CB59","F161B_MOUSE","Fam161b",217705,"ENSMUSG00000021234",NA,NA,NA
"Q8R1S0","COQ6_MOUSE","Coq6",217707,"ENSMUSG00000021235","mmu01240","Biosynthesis of cofactors",0.0197530864197531
"Q8R1S0","COQ6_MOUSE","Coq6",217707,"ENSMUSG00000021235","mmu00130","Ubiquinone and other terpenoid-quinone biosynthesis",0.00174291938997821
"Q99LD9","EI2BB_MOUSE","Eif2b2",217715,"ENSMUSG00000004788",NA,NA,NA
"Q8K1R7","NEK9_MOUSE","Nek9",217718,"ENSMUSG00000034290",NA,NA,NA
"Q8R0W1","CIPC_MOUSE","Cipc",217732,"ENSMUSG00000034157",NA,NA,NA
"Q8CBX0","CSC1_MOUSE","Tmem63c",217733,"ENSMUSG00000034145",NA,NA,NA
"Q8BGQ4","POMT2_MOUSE","Pomt2",217734,"ENSMUSG00000034126","mmu00515","Mannose type O-glycan biosynthesis",0.00334059549745824
"Q8BGQ4","POMT2_MOUSE","Pomt2",217734,"ENSMUSG00000034126","mmu00514","Other types of O-glycan biosynthesis",0.00610021786492375
"Q8BK64","AHSA1_MOUSE","Ahsa1",217737,"ENSMUSG00000021037",NA,NA,NA
"Q9D0E3","LYSM1_MOUSE","Lysmd1",217779,"ENSMUSG00000053769",NA,NA,NA
"Q8R1P5","KCNKD_MOUSE","Kcnk13",217826,"ENSMUSG00000045404",NA,NA,NA
"Q80XC6","NRDE2_MOUSE","Nrde2",217827,"ENSMUSG00000021179",NA,NA,NA
"Q8BH86","GLUCM_MOUSE","Dglucy",217830,"ENSMUSG00000021185",NA,NA,NA
"P59729","RIN3_MOUSE","Rin3",217835,"ENSMUSG00000044456",NA,NA,NA
"Q8BYN3","ITPK1_MOUSE","Itpk1",217837,"ENSMUSG00000057963","mmu00562","Inositol phosphate metabolism",0.00929557007988381
"Q8BYN3","ITPK1_MOUSE","Itpk1",217837,"ENSMUSG00000057963","mmu04070","Phosphatidylinositol signaling system",0.0123456790123457
"Q0KK59","UNC79_MOUSE","Unc79",217843,"ENSMUSG00000021198",NA,NA,NA
"Q8VC49","IF27B_MOUSE","Ifi27l2b",217845,"ENSMUSG00000021208",NA,NA,NA
"Q8R121","ZPI_MOUSE","Serpina10",217847,"ENSMUSG00000061947",NA,NA,NA
"Q8CFE3","RCOR1_MOUSE","Rcor1",217864,"ENSMUSG00000037896","mmu05016","Huntington disease",0.0390704429920116
"Q7TT50","MRCKB_MOUSE","Cdc42bpb",217866,"ENSMUSG00000021279",NA,NA,NA
"P59325","IF5_MOUSE","Eif5",217869,"ENSMUSG00000021282",NA,NA,NA
"Q80U49","C170B_MOUSE","Cep170b",217882,"ENSMUSG00000072825",NA,NA,NA
"Q8BHN9","CLBA1_MOUSE","Clba1",217887,"ENSMUSG00000037594",NA,NA,NA
"Q3V3Q7","PACS2_MOUSE","Pacs2",217893,"ENSMUSG00000021143",NA,NA,NA
"Q8C761","DC2I1_MOUSE","Dync2i1",217935,"ENSMUSG00000042050",NA,NA,NA
"Q8C0Q9","RPGF5_MOUSE","Rapgef5",217944,"ENSMUSG00000041992","mmu04014","Ras signaling pathway",0.0293391430646333
"Q8C0Q9","RPGF5_MOUSE","Rapgef5",217944,"ENSMUSG00000041992","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q922M5","CDA7L_MOUSE","Cdca7l",217946,"ENSMUSG00000021175",NA,NA,NA
"D3YWQ9","TM196_MOUSE","Tmem196",217951,"ENSMUSG00000048004",NA,NA,NA
"Q6A0A2","LAR4B_MOUSE","Larp4b",217980,"ENSMUSG00000033499",NA,NA,NA
"Q5KU39","VPS41_MOUSE","Vps41",218035,"ENSMUSG00000041236","mmu05132","Salmonella infection",0.0323892519970951
"Q5KU39","VPS41_MOUSE","Vps41",218035,"ENSMUSG00000041236","mmu04140","Autophagy - animal",0.0214960058097313
"Q5KU39","VPS41_MOUSE","Vps41",218035,"ENSMUSG00000041236","mmu04148","Efferocytosis",0.0207697893972404
"Q7TQF7","AMPH_MOUSE","Amph",218038,"ENSMUSG00000021314","mmu04144","Endocytosis",0.0318082788671024
"Q7TQF7","AMPH_MOUSE","Amph",218038,"ENSMUSG00000021314","mmu04666","Fc gamma R-mediated phagocytosis",0.0124909222948439
"Q60890","OR2B6_MOUSE","Or2b6",218066,"ENSMUSG00000036658",NA,NA,NA
"Q8BZ89","ZN322_MOUSE","Znf322",218100,"ENSMUSG00000046351",NA,NA,NA
"Q5SZA1","NPT3_MOUSE","Slc17a2",218103,"ENSMUSG00000036110",NA,NA,NA
"Q8BH98","MBOA1_MOUSE","Mboat1",218121,"ENSMUSG00000038732","mmu00561","Glycerolipid metabolism",0.00813362381989833
"Q8BH98","MBOA1_MOUSE","Mboat1",218121,"ENSMUSG00000038732","mmu00564","Glycerophospholipid metabolism",0.0132171387073348
"Q8K0C9","GMDS_MOUSE","Gmds",218138,"ENSMUSG00000038372","mmu00541","Biosynthesis of various nucleotide sugars",0.00232389251997095
"Q8K0C9","GMDS_MOUSE","Gmds",218138,"ENSMUSG00000038372","mmu01250","Biosynthesis of nucleotide sugars",0.00508351488743646
"Q8BGX4","OFCC1_MOUSE","Ofcc1",218165,"ENSMUSG00000047094",NA,NA,NA
"Q2M3X8","PHAR1_MOUSE","Phactr1",218194,"ENSMUSG00000054728",NA,NA,NA
"Q8BM54","MYLIP_MOUSE","Mylip",218203,"ENSMUSG00000038175","mmu04979","Cholesterol metabolism",0.00682643427741467
"Q8CIG3","KDM1B_MOUSE","Kdm1b",218214,"ENSMUSG00000038080",NA,NA,NA
"Q8BKD6","R144B_MOUSE","Rnf144b",218215,"ENSMUSG00000038068",NA,NA,NA
"Q6NZK8","PTPC1_MOUSE","Ptpdc1",218232,"ENSMUSG00000038042",NA,NA,NA
"Q6A0A9","F120A_MOUSE","FAM120A",218236,"ENSMUSG00000038014",NA,NA,NA
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu04910","Insulin signaling pathway",0.0178649237472767
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu04150","mTOR signaling pathway",0.0206245461147422
"Q3UTA9","I4E1B_MOUSE","Eif4e1b",218268,"ENSMUSG00000074895","mmu04211","Longevity regulating pathway",0.0108932461873638
"Q8R087","B4GT7_MOUSE","B4galt7",218271,"ENSMUSG00000021504","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.00319535221496006
"Q6PFY9","CC14B_MOUSE","Cdc14b",218294,"ENSMUSG00000033102","mmu04110","Cell cycle",0.0207697893972404
"E9Q286","ICE1_MOUSE","Ice1",218333,"ENSMUSG00000034525",NA,NA,NA
"Q8BXA5","CLP1L_MOUSE","Clptm1l",218335,"ENSMUSG00000021610",NA,NA,NA
"Q8K2P6","RFESD_MOUSE","Rfesd",218341,"ENSMUSG00000043190",NA,NA,NA
"F8VPK0","SKI3_MOUSE","Skic3",218343,"ENSMUSG00000033991",NA,NA,NA
"Q3UUF8","AN34B_MOUSE","Ankrd34b",218440,"ENSMUSG00000045034",NA,NA,NA
"Q80U44","ZFY16_MOUSE","Zfyve16",218441,"ENSMUSG00000021706","mmu04144","Endocytosis",0.0318082788671024
"Q80U44","ZFY16_MOUSE","Zfyve16",218441,"ENSMUSG00000021706","mmu04350","TGF-beta signaling pathway",0.0146695715323166
"Q8BHJ6","SERC5_MOUSE","Serinc5",218442,"ENSMUSG00000021703",NA,NA,NA
"Q8BGA2","LHPL2_MOUSE","Lhfpl2",218454,"ENSMUSG00000045312",NA,NA,NA
"Q3UDP0","WDR41_MOUSE","Wdr41",218460,"ENSMUSG00000042015","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q3UDP0","WDR41_MOUSE","Wdr41",218460,"ENSMUSG00000042015","mmu04140","Autophagy - animal",0.0214960058097313
"Q3UDP0","WDR41_MOUSE","Wdr41",218460,"ENSMUSG00000042015","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"E9Q4S1","PDE8B_MOUSE","Pde8b",218461,"ENSMUSG00000021684","mmu05032","Morphine addiction",0.0119099491648511
"E9Q4S1","PDE8B_MOUSE","Pde8b",218461,"ENSMUSG00000021684","mmu00230","Purine metabolism",0.0172839506172839
"E9Q4S1","PDE8B_MOUSE","Pde8b",218461,"ENSMUSG00000021684","mmu04934","Cushing syndrome",0.0206245461147422
"E9Q649","GCNT4_MOUSE","Gcnt4",218476,"ENSMUSG00000091387","mmu00512","Mucin type O-glycan biosynthesis",0.00435729847494553
"Q64152","BTF3_MOUSE","Btf3",218490,"ENSMUSG00000021660",NA,NA,NA
"Q3UQN2","FCHO2_MOUSE","Fcho2",218503,"ENSMUSG00000041685",NA,NA,NA
"Q8BK72","RT27_MOUSE","Mrps27",218506,"ENSMUSG00000041632",NA,NA,NA
"Q3UZP0","MALD2_MOUSE","Marveld2",218518,"ENSMUSG00000021636","mmu04530","Tight junction",0.0212055192447349
"Q8BZX4","SREK1_MOUSE","Srek1",218543,"ENSMUSG00000032621",NA,NA,NA
"Q8VD33","SGTB_MOUSE","Sgtb",218544,"ENSMUSG00000042743",NA,NA,NA
"Q8BH88","DEP1B_MOUSE","Depdc1b",218581,"ENSMUSG00000021697",NA,NA,NA
"Q3UHF3","MIER3_MOUSE","Mier3",218613,"ENSMUSG00000032727",NA,NA,NA
"Q8K5B1","IL31R_MOUSE","Il31ra",218624,"ENSMUSG00000050377","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"Q8K5B1","IL31R_MOUSE","Il31ra",218624,"ENSMUSG00000050377","mmu04060","Cytokine-cytokine receptor interaction",0.0380537400145243
"Q6PGC1","DHX29_MOUSE","Dhx29",218629,"ENSMUSG00000042426",NA,NA,NA
"P0C242","CCNO_MOUSE","Ccno",218630,"ENSMUSG00000042417",NA,NA,NA
"Q8BGR6","ARL15_MOUSE","Arl15",218639,"ENSMUSG00000042348",NA,NA,NA
"Q8VE62","PAIP1_MOUSE","Paip1",218693,"ENSMUSG00000025451",NA,NA,NA
"Q8BX57","PXK_MOUSE","Pxk",218699,"ENSMUSG00000033885",NA,NA,NA
"Q8BGD0","CEP15_MOUSE","Cep15",218734,"ENSMUSG00000033111",NA,NA,NA
"Q8C9X1","SNTAN_MOUSE","Sntn",218739,"ENSMUSG00000044772",NA,NA,NA
"Q8VCH9","LRC3B_MOUSE","Lrrc3b",218763,"ENSMUSG00000045201",NA,NA,NA
"P22605","RARB_MOUSE","Rarb",218772,"ENSMUSG00000017491","mmu05222","Small cell lung cancer",0.0122004357298475
"P22605","RARB_MOUSE","Rarb",218772,"ENSMUSG00000017491","mmu05226","Gastric cancer",0.0197530864197531
"P22605","RARB_MOUSE","Rarb",218772,"ENSMUSG00000017491","mmu05223","Non-small cell lung cancer",0.00958605664488017
"Q91W82","UB2E2_MOUSE","Ube2e2",218793,"ENSMUSG00000058317","mmu04120","Ubiquitin mediated proteolysis",0.0191721132897603
"Q7TMA2","ZN503_MOUSE","Znf503",218820,"ENSMUSG00000039081",NA,NA,NA
"Q69ZR9","TASOR_MOUSE","Tasor",218850,"ENSMUSG00000040651",NA,NA,NA
"Q8BJ64","CHDH_MOUSE","Chdh",218865,"ENSMUSG00000015970","mmu00670","One carbon pool by folate",0.00522875816993464
"Q8BJ64","CHDH_MOUSE","Chdh",218865,"ENSMUSG00000015970","mmu00260","Glycine, serine and threonine metabolism",0.00551924473493101
"Q4LFA9","SEM3G_MOUSE","Sema3g",218877,"ENSMUSG00000021904","mmu04360","Axon guidance",0.0233841684822077
"Q8VE38","OXND1_MOUSE","Oxnad1",218885,"ENSMUSG00000021906",NA,NA,NA
"Q65Z40","WAPL_MOUSE","Wapl",218914,"ENSMUSG00000041408","mmu04110","Cell cycle",0.0207697893972404
"Q8CIB5","FERM2_MOUSE","Fermt2",218952,"ENSMUSG00000037712",NA,NA,NA
"P59328","WDHD1_MOUSE","Wdhd1",218973,"ENSMUSG00000037572",NA,NA,NA
"Q8BH93","MISSL_MOUSE","Mapk1ip1l",218975,"ENSMUSG00000021840",NA,NA,NA
"Q8BMD6","TM260_MOUSE","Tmem260",218989,"ENSMUSG00000036339",NA,NA,NA
"Q99LG4","TTC5_MOUSE","Ttc5",219022,"ENSMUSG00000006288",NA,NA,NA
"Q3TWL2","PP4P1_MOUSE","Pip4p1",219024,"ENSMUSG00000035953","mmu04070","Phosphatidylinositol signaling system",0.0123456790123457
"Q3TMQ6","ANG4_MOUSE","Ang4",219033,"ENSMUSG00000060615","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"Q0P5Y3","TPPP2_MOUSE","Tppp2",219038,"ENSMUSG00000008813",NA,NA,NA
"Q8BFT2","HAUS4_MOUSE","Haus4",219072,"ENSMUSG00000022177",NA,NA,NA
"Q80U38","KHNYN_MOUSE","Khnyn",219094,"ENSMUSG00000047153",NA,NA,NA
"Q569L8","CPAP_MOUSE","Cpap",219103,"ENSMUSG00000064128",NA,NA,NA
"Q3U2E2","ZMYM5_MOUSE","Zmym5",219105,"ENSMUSG00000040123",NA,NA,NA
"Q8C263","SKA3_MOUSE","Ska3",219114,"ENSMUSG00000021965",NA,NA,NA
"Q8BVM9","PH11A_MOUSE","Phf11a",219131,"ENSMUSG00000044703",NA,NA,NA
"A6H5X4","PHF11_MOUSE","Phf11",219132,"ENSMUSG00000068245",NA,NA,NA
"Q8QZV2","SHSA2_MOUSE","Shisa2",219134,"ENSMUSG00000044461",NA,NA,NA
"Q8VE11","MTMR6_MOUSE","Mtmr6",219135,"ENSMUSG00000021987","mmu00562","Inositol phosphate metabolism",0.00929557007988381
"Q8VE11","MTMR6_MOUSE","Mtmr6",219135,"ENSMUSG00000021987","mmu04070","Phosphatidylinositol signaling system",0.0123456790123457
"Q6P3A9","ARL11_MOUSE","Arl11",219144,"ENSMUSG00000043157",NA,NA,NA
"Q6P1G6","F167A_MOUSE","Fam167a",219148,"ENSMUSG00000035095",NA,NA,NA
"E9Q6C8","XKR6_MOUSE","Xkr6",219149,"ENSMUSG00000035067","mmu04148","Efferocytosis",0.0207697893972404
"Q8BJA3","HMBX1_MOUSE","Hmbox1",219150,"ENSMUSG00000021972",NA,NA,NA
"Q8C850","SCAR3_MOUSE","Scara3",219151,"ENSMUSG00000034463",NA,NA,NA
"Q8VDP4","CCAR2_MOUSE","Ccar2",219158,"ENSMUSG00000033712","mmu04310","Wnt signaling pathway",0.0213507625272331
"Q8CC14","F216B_MOUSE","Fam216b",219170,"ENSMUSG00000045655",NA,NA,NA
"Q8CC88","VWA8_MOUSE","Vwa8",219189,"ENSMUSG00000058997",NA,NA,NA
"Q91W18","TDRD3_MOUSE","Tdrd3",219249,"ENSMUSG00000022019",NA,NA,NA
"Q8BIZ0","PCD20_MOUSE","Pcdh20",219257,"ENSMUSG00000050505",NA,NA,NA
"Q811W0","SOX21_MOUSE","Sox21",223227,"ENSMUSG00000061517",NA,NA,NA
"F8VPU2","FARP1_MOUSE","Farp1",223254,"ENSMUSG00000025555",NA,NA,NA
"Q99KH8","STK24_MOUSE","Stk24",223255,"ENSMUSG00000063410",NA,NA,NA
"Q4FZG7","TI8AB_MOUSE","Timm8a2",223262,"ENSMUSG00000071229",NA,NA,NA
"Q923B0","GGACT_MOUSE","Ggact",223267,"ENSMUSG00000041625",NA,NA,NA
"Q8VDV0","ITGBL_MOUSE","Itgbl1",223272,"ENSMUSG00000032925",NA,NA,NA
"Q6PDH4","RNB3L_MOUSE","Ranbp3l",223332,"ENSMUSG00000048424",NA,NA,NA
"Q8JZZ0","UD3A2_MOUSE","Ugt3a2",223337,"ENSMUSG00000049152",NA,NA,NA
"Q3TVP5","OTULL_MOUSE","Otulinl",223433,"ENSMUSG00000056069",NA,NA,NA
"Q0KL02","TRIO_MOUSE","Trio",223435,"ENSMUSG00000022263",NA,NA,NA
"Q91XC8","DAP1_MOUSE","Dap",223453,"ENSMUSG00000039168",NA,NA,NA
"Q6ZQ89","MARH6_MOUSE","Marchf6",223455,"ENSMUSG00000039100","mmu04141","Protein processing in endoplasmic reticulum",0.0219317356572259
"Q6PAC3","DCA13_MOUSE","Dcaf13",223499,"ENSMUSG00000022300",NA,NA,NA
"Q8BUZ1","ABRA_MOUSE","Abra",223513,"ENSMUSG00000042895",NA,NA,NA
"Q9JIX0","ENY2_MOUSE","Eny2",223527,"ENSMUSG00000022338",NA,NA,NA
"Q8C2E7","WASC5_MOUSE","Washc5",223593,"ENSMUSG00000022350","mmu04144","Endocytosis",0.0318082788671024
"Q921M7","CYRIB_MOUSE","Cyrib",223601,"ENSMUSG00000022378","mmu04810","Regulation of actin cytoskeleton",0.0294843863471314
"Q3LS21","KCNK9_MOUSE","Kcnk9",223604,"ENSMUSG00000036760","mmu04925","Aldosterone synthesis and secretion",0.0123456790123457
"Q80ZW2","THEM6_MOUSE","Them6",223626,"ENSMUSG00000056665",NA,NA,NA
"Q8CHP0","ZC3H3_MOUSE","Zc3h3",223642,"ENSMUSG00000075600",NA,NA,NA
"Q8CC86","PNCB_MOUSE","Naprt",223646,"ENSMUSG00000022574","mmu01240","Biosynthesis of cofactors",0.0197530864197531
"Q91V36","NRBP2_MOUSE","Nrbp2",223649,"ENSMUSG00000075590",NA,NA,NA
"Q8VC16","LRC14_MOUSE","Lrrc14",223664,"ENSMUSG00000033728",NA,NA,NA
"Q8VE95","CH082_MOUSE","",223665,"ENSMUSG00000116138",NA,NA,NA
"P59281","RHG39_MOUSE","Arhgap39",223666,"ENSMUSG00000033697",NA,NA,NA
"Q91WK7","ANR54_MOUSE","Ankrd54",223690,"ENSMUSG00000033055",NA,NA,NA
"Q8QZY1","EIF3L_MOUSE","Eif3l",223691,"ENSMUSG00000033047",NA,NA,NA
"Q8BG09","T184B_MOUSE","Tmem184b",223693,"ENSMUSG00000009035",NA,NA,NA
"Q9CPQ3","TOM22_MOUSE","Tomm22",223696,"ENSMUSG00000022427",NA,NA,NA
"Q8BJS4","SUN2_MOUSE","Sun2",223697,"ENSMUSG00000042524","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"Q8K4J6","MRTFA_MOUSE","Mrtfa",223701,"ENSMUSG00000042292",NA,NA,NA
"Q8R3F5","FABD_MOUSE","Mcat",223722,"ENSMUSG00000048755","mmu01212","Fatty acid metabolism",0.00827886710239651
"Q3UDE2","TTL12_MOUSE","Ttll12",223723,"ENSMUSG00000016757",NA,NA,NA
"Q91ZG2","MPPD1_MOUSE","Mpped1",223726,"ENSMUSG00000041708",NA,NA,NA
"Q505G4","RTL6_MOUSE","Rtl6",223732,"ENSMUSG00000055745",NA,NA,NA
"Q3UE31","K0930_MOUSE","",223739,"ENSMUSG00000036046",NA,NA,NA
"Q8CB44","GRAM4_MOUSE","Gramd4",223752,"ENSMUSG00000035900",NA,NA,NA
"Q8K4Q7","CERK1_MOUSE","Cerk",223753,"ENSMUSG00000035891","mmu00600","Sphingolipid metabolism",0.00784313725490196
"Q8R5A6","TB22A_MOUSE","Tbc1d22a",223754,"ENSMUSG00000051864",NA,NA,NA
"G5E8P1","BRD1_MOUSE","Brd1",223770,"ENSMUSG00000022387",NA,NA,NA
"Q80WQ9","ZBED4_MOUSE","Zbed4",223773,"ENSMUSG00000034333",NA,NA,NA
"Q8VDB2","ALG12_MOUSE","Alg12",223774,"ENSMUSG00000035845","mmu00513","Various types of N-glycan biosynthesis",0.00595497458242556
"Q8VDB2","ALG12_MOUSE","Alg12",223774,"ENSMUSG00000035845","mmu00510","N-Glycan biosynthesis",0.00726216412490922
"P58750","PIM3_MOUSE","Pim3",223775,"ENSMUSG00000035828",NA,NA,NA
"Q9DBC0","SELO_MOUSE","Selenoo",223776,"ENSMUSG00000035757",NA,NA,NA
"Q7TNK8","ADM2_MOUSE","Adm2",223780,"ENSMUSG00000054136","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"Q7TNK8","ADM2_MOUSE","Adm2",223780,"ENSMUSG00000054136","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q6JHY2","SMGC_MOUSE","Muc19",223809,"ENSMUSG00000047295",NA,NA,NA
"Q7M6Y6","MRO2B_MOUSE","Mroh2b",223825,"ENSMUSG00000022155",NA,NA,NA
"Q3UHH8","GXLT1_MOUSE","Gxylt1",223827,"ENSMUSG00000036197","mmu00514","Other types of O-glycan biosynthesis",0.00610021786492375
"P59511","ATS20_MOUSE","Adamts20",223838,"ENSMUSG00000022449",NA,NA,NA
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04081","Hormone signaling",0.0280319535221496
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04261","Adrenergic signaling in cardiomyocytes",0.0194625998547567
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04670","Leukocyte transendothelial migration",0.014960058097313
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04726","Serotonergic synapse",0.0156862745098039
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04720","Long-term potentiation",0.0084241103848947
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04024","cAMP signaling pathway",0.0286129266521423
"Q8VCC8","RPGF3_MOUSE","Rapgef3",223864,"ENSMUSG00000022469","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"P59110","SENP1_MOUSE","Senp1",223870,"ENSMUSG00000033075",NA,NA,NA
"Q8BLR7","RND1_MOUSE","Rnd1",223881,"ENSMUSG00000054855","mmu04360","Axon guidance",0.0233841684822077
"Q6NXH9","K2C73_MOUSE","Krt73",223915,"ENSMUSG00000063661",NA,NA,NA
"Q8VED5","K2C79_MOUSE","Krt79",223917,"ENSMUSG00000061397",NA,NA,NA
"O88908","SOAT2_MOUSE","Soat2",223920,"ENSMUSG00000023045","mmu04979","Cholesterol metabolism",0.00682643427741467
"O88908","SOAT2_MOUSE","Soat2",223920,"ENSMUSG00000023045","mmu00100","Steroid biosynthesis",0.00290486564996369
"P58742","AAAS_MOUSE","Aaas",223921,"ENSMUSG00000036678",NA,NA,NA
"Q8R0S1","ATF7_MOUSE","Atf7",223922,"ENSMUSG00000099083",NA,NA,NA
"Q3UPE3","RMI2_MOUSE","Rmi2",223970,"ENSMUSG00000037991","mmu03460","Fanconi anemia pathway",0.00668119099491649
"Q8BFS6","CPPED_MOUSE","Cpped1",223978,"ENSMUSG00000065979",NA,NA,NA
"Q8BJ34","MARF1_MOUSE","Marf1",223989,"ENSMUSG00000060657",NA,NA,NA
"Q8BGX7","SPIDR_MOUSE","Spidr",224008,"ENSMUSG00000041974",NA,NA,NA
"Q91ZT5","FGD4_MOUSE","Fgd4",224014,"ENSMUSG00000022788",NA,NA,NA
"Q9JJB1","T191_MOUSE","Tmem191",224019,"ENSMUSG00000055692",NA,NA,NA
"E9Q3L2","PI4KA_MOUSE","Pi4ka",224020,"ENSMUSG00000041720","mmu00562","Inositol phosphate metabolism",0.00929557007988381
"E9Q3L2","PI4KA_MOUSE","Pi4ka",224020,"ENSMUSG00000041720","mmu04070","Phosphatidylinositol signaling system",0.0123456790123457
"Q8BLQ7","CTR4_MOUSE","Slc7a4",224022,"ENSMUSG00000022756",NA,NA,NA
"Q99JN2","KLH22_MOUSE","Klhl22",224023,"ENSMUSG00000022750",NA,NA,NA
"P59222","SREC2_MOUSE","Scarf2",224024,"ENSMUSG00000012017",NA,NA,NA
"Q8CHW4","EI2BE_MOUSE","Eif2b5",224045,"ENSMUSG00000003235",NA,NA,NA
"Q80ZI2","RTP2_MOUSE","Rtp2",224055,"ENSMUSG00000047531",NA,NA,NA
"Q765I1","UTS2B_MOUSE","Uts2b",224065,"ENSMUSG00000056423","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q5XF89","AT133_MOUSE","Atp13a3",224088,"ENSMUSG00000022533",NA,NA,NA
"Q3UM18","LSG1_MOUSE","Lsg1",224092,"ENSMUSG00000022538",NA,NA,NA
"Q8BUP8","FA43A_MOUSE","Fam43a",224093,"ENSMUSG00000046546",NA,NA,NA
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu05211","Renal cell carcinoma",0.00856935366739288
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04360","Axon guidance",0.0233841684822077
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04810","Regulation of actin cytoskeleton",0.0294843863471314
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04014","Ras signaling pathway",0.0293391430646333
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04510","Focal adhesion",0.0248366013071895
"Q8CIN4","PAK2_MOUSE","Pak2",224105,"ENSMUSG00000022781","mmu04660","T cell receptor signaling pathway",0.0155410312273057
